Start,Duration,Pitch,Velocity,Instrument
5.5,0.13249712922886672,81,114,
5.5,0.13249712922886672,69,113,
5.5,0.13249712922886672,69,127,
5.5,0.0,41,107,
5.75,1.9874569384330008,62,125,
5.75,1.9874569384330008,70,125,
5.75,1.9874569384330008,65,125,
5.75,0.3974913876866002,36,127,
5.75,1.9432912286900452,48,125,
5.75,1.9432912286900452,62,125,
5.75,1.9432912286900452,58,125,
5.75,1.9432912286900452,65,125,
5.75,0.5299885169154669,70,109,
5.75,0.5299885169154669,82,114,
5.75,0.5299885169154669,70,112,
5.75,2.1199540676618676,70,127,
5.75,0.0,49,98,
5.75,0.0,36,98,
6.0,1.9500780031201248,77,108,
6.0,1.9500780031201248,74,108,
6.0,1.9500780031201248,70,108,
6.5,0.13000520020800832,42,116,
6.5,0.13000520020800832,38,116,
6.75,0.13000520020800832,36,127,
7.0,0.0,42,125,
7.5,0.13249712922886672,67,108,
7.5,0.13249712922886672,79,113,
7.5,0.13249712922886672,67,115,
7.5,0.0,42,110,
7.5,0.0,38,110,
7.75,0.13249712922886672,69,108,
7.75,0.13249712922886672,81,112,
7.75,0.13249712922886672,69,115,
7.75,0.0,36,120,
8.0,0.13249712922886672,72,108,
8.0,0.13249712922886672,84,112,
8.0,0.13249712922886672,72,115,
8.0,0.0,36,122,
8.0,0.0,42,122,
8.5,0.13249712922886672,74,109,
8.5,0.13249712922886672,86,112,
8.5,0.13249712922886672,74,115,
8.5,0.13249712922886672,42,116,
8.5,0.13249712922886672,38,116,
8.75,0.13249712922886672,72,109,
8.75,0.13249712922886672,84,112,
8.75,0.13249712922886672,72,115,
9.0,0.13000520020800832,74,110,
9.0,0.13000520020800832,86,112,
9.0,0.13000520020800832,74,114,
9.0,0.0,42,112,
9.5,0.26001040041601664,72,110,
9.5,0.26001040041601664,84,111,
9.5,0.26001040041601664,72,114,
9.5,0.0,46,111,
9.5,0.0,38,111,
10.0,0.13249712922886672,60,127,
10.0,0.13249712922886672,69,127,
10.0,0.13249712922886672,65,127,
10.0,0.13249712922886672,33,122,
10.0,0.13249712922886672,45,127,
10.0,0.13249712922886672,60,127,
10.0,0.13249712922886672,57,127,
10.0,0.13249712922886672,65,127,
10.0,0.13249712922886672,69,111,
10.0,0.13249712922886672,81,112,
10.0,0.13249712922886672,69,112,
10.0,0.13249712922886672,81,111,
10.0,0.13249712922886672,69,114,
10.0,0.13249712922886672,69,112,
10.0,0.0,46,111,
10.0,0.0,38,111,
10.0,0.13249712922886672,81,112,
10.25,0.13249712922886672,60,127,
10.25,0.13249712922886672,69,127,
10.25,0.13249712922886672,65,127,
10.25,0.13249712922886672,45,127,
10.25,0.13249712922886672,60,127,
10.25,0.13249712922886672,57,127,
10.25,0.13249712922886672,65,127,
10.25,0.13249712922886672,69,111,
10.25,0.13249712922886672,81,112,
10.25,0.13249712922886672,69,112,
10.25,0.13249712922886672,81,111,
10.25,0.13249712922886672,69,114,
10.25,0.13249712922886672,69,112,
10.25,0.13249712922886672,81,112,
10.75,0.0,36,120,
11.0,0.0,38,104,
11.0,0.0,46,104,
11.5,0.13249712922886672,60,127,
11.5,0.13249712922886672,69,127,
11.5,0.13249712922886672,65,127,
11.5,0.13249712922886672,33,122,
11.5,0.13249712922886672,45,127,
11.5,0.13249712922886672,60,127,
11.5,0.13249712922886672,57,127,
11.5,0.13249712922886672,65,127,
11.5,0.13249712922886672,69,112,
11.5,0.13249712922886672,81,112,
11.5,0.13249712922886672,69,112,
11.5,0.13249712922886672,81,110,
11.5,0.13249712922886672,69,112,
11.5,0.13249712922886672,69,112,
11.5,0.13249712922886672,36,106,
11.5,0.13249712922886672,46,106,
11.5,0.13249712922886672,38,106,
11.5,0.13249712922886672,81,112,
11.75,0.13249712922886672,60,127,
11.75,0.13249712922886672,69,127,
11.75,0.13249712922886672,65,127,
11.75,0.13249712922886672,45,127,
11.75,0.13249712922886672,60,127,
11.75,0.13249712922886672,57,127,
11.75,0.13249712922886672,65,127,
11.75,0.13249712922886672,69,112,
11.75,0.13249712922886672,81,112,
11.75,0.13249712922886672,69,112,
11.75,0.13249712922886672,81,110,
11.75,0.13249712922886672,69,112,
11.75,0.13249712922886672,69,112,
11.75,0.13249712922886672,36,120,
11.75,0.13249712922886672,81,112,
12.0,0.0,38,98,
12.0,0.0,46,98,
12.5,0.0,36,120,
12.75,0.0,50,127,
13.0,0.13249712922886672,69,115,
13.0,0.13249712922886672,81,109,
13.0,0.13249712922886672,69,115,
13.0,0.13249712922886672,69,127,
13.0,0.0,48,127,
13.25,0.13249712922886672,65,115,
13.25,0.13249712922886672,77,109,
13.25,0.13249712922886672,65,115,
13.25,0.13249712922886672,65,127,
13.5,0.13249712922886672,67,114,
13.5,0.13249712922886672,79,109,
13.5,0.13249712922886672,67,114,
13.5,0.13249712922886672,67,127,
13.5,0.0,47,119,
13.75,2.1199540676618676,68,122,
13.75,2.1199540676618676,60,122,
13.75,2.1199540676618676,65,122,
13.75,0.9274799046020671,32,122,
13.75,2.1199540676618676,44,124,
13.75,2.1199540676618676,56,124,
13.75,2.1199540676618676,60,124,
13.75,2.1199540676618676,65,124,
13.75,0.7949827753732004,68,114,
13.75,0.5299885169154669,80,108,
13.75,0.5299885169154669,68,114,
13.75,2.1199540676618676,68,127,
13.75,0.0,49,106,
13.75,0.0,36,106,
13.75,2.1199540676618676,77,111,
13.75,2.1199540676618676,72,111,
13.75,2.1199540676618676,68,111,
14.5,0.13249712922886672,42,110,
14.5,0.13249712922886672,38,110,
15.0,0.0,42,112,
15.5,0.26001040041601664,72,111,
15.5,0.26001040041601664,84,107,
15.5,0.26001040041601664,72,112,
15.5,0.0,42,116,
15.5,0.0,38,116,
15.75,0.0,36,107,
16.0,0.3974913876866002,77,111,
16.0,0.3974913876866002,89,107,
16.0,0.3974913876866002,77,112,
16.0,0.0,36,116,
16.0,0.0,42,116,
16.5,0.0,42,116,
16.5,0.0,38,116,
16.75,0.3974913876866002,72,109,
16.75,0.3974913876866002,84,106,
16.75,0.3974913876866002,72,111,
17.0,0.0,42,112,
17.5,0.26001040041601664,68,108,
17.5,0.26001040041601664,80,106,
17.5,0.26001040041601664,68,110,
17.5,0.0,42,116,
17.5,0.0,38,116,
18.0,0.7949827753732004,67,125,
18.0,0.7949827753732004,60,125,
18.0,0.7949827753732004,64,125,
18.0,1.0599770338309338,31,122,
18.0,0.9274799046020671,43,127,
18.0,0.7949827753732004,55,125,
18.0,0.7949827753732004,60,125,
18.0,0.7949827753732004,64,125,
18.0,0.17666283897182228,64,122,
18.0,0.17666283897182228,76,112,
18.0,0.17666283897182228,64,112,
18.0,0.17666283897182228,76,97,
18.0,0.0,36,116,
18.0,0.0,42,116,
18.5,0.17666283897182228,63,122,
18.5,0.17666283897182228,75,112,
18.5,0.17666283897182228,63,112,
18.5,0.17666283897182228,75,97,
18.5,0.0,42,116,
18.5,0.0,38,116,
19.0,0.17666283897182228,64,122,
19.0,0.17666283897182228,76,112,
19.0,0.17666283897182228,64,112,
19.0,0.17666283897182228,76,97,
19.0,0.13249712922886672,42,112,
19.5,0.17666283897182228,67,122,
19.5,0.17666283897182228,79,112,
19.5,0.17666283897182228,67,112,
19.5,0.17666283897182228,79,97,
19.5,0.13249712922886672,42,116,
19.5,0.13249712922886672,38,116,
19.75,0.13249712922886672,36,107,
20.0,0.7800312012480499,66,127,
20.0,0.7800312012480499,57,127,
20.0,0.7800312012480499,62,127,
20.0,0.8667013347200555,30,122,
20.0,0.8667013347200555,42,127,
20.0,0.8667013347200555,54,127,
20.0,0.8667013347200555,57,127,
20.0,0.8667013347200555,62,127,
20.0,0.26001040041601664,66,110,
20.0,0.26001040041601664,78,100,
20.0,0.26001040041601664,66,100,
20.0,0.26001040041601664,78,85,
20.0,0.0,36,110,
20.0,0.0,42,110,
20.5,0.13000520020800832,67,110,
20.5,0.13000520020800832,79,100,
20.5,0.13000520020800832,67,100,
20.5,0.13000520020800832,79,85,
20.5,0.0,42,110,
20.5,0.0,38,110,
21.0,0.13249712922886672,69,122,
21.0,0.13249712922886672,81,112,
21.0,0.13249712922886672,69,112,
21.0,0.13249712922886672,81,97,
21.0,0.0,46,102,
21.5,0.13249712922886672,66,122,
21.5,0.13249712922886672,78,112,
21.5,0.13249712922886672,66,112,
21.5,0.13249712922886672,78,97,
21.5,0.0,42,122,
21.5,0.0,38,122,
22.0,0.7066513558872891,65,127,
22.0,0.7066513558872891,57,127,
22.0,0.7066513558872891,60,127,
22.0,0.35332567794364456,29,127,
22.0,0.7949827753732004,41,127,
22.0,0.7066513558872891,53,127,
22.0,0.7066513558872891,57,127,
22.0,0.7066513558872891,60,127,
22.0,0.26499425845773344,69,110,
22.0,0.26499425845773344,81,100,
22.0,0.26499425845773344,69,100,
22.0,0.26499425845773344,81,85,
22.0,0.13249712922886672,42,110,
22.0,0.13249712922886672,36,110,
22.5,0.13249712922886672,71,122,
22.5,0.13249712922886672,83,112,
22.5,0.13249712922886672,71,112,
22.5,0.13249712922886672,83,97,
22.5,0.13249712922886672,42,116,
22.5,0.13249712922886672,38,116,
22.75,0.13249712922886672,29,122,
23.0,0.13000520020800832,72,110,
23.0,0.13000520020800832,84,100,
23.0,0.13000520020800832,72,100,
23.0,0.13000520020800832,84,85,
23.0,0.0,46,102,
23.25,0.13000520020800832,41,110,
23.5,0.26001040041601664,29,122,
23.5,0.17334026694401108,67,120,
23.5,0.17334026694401108,79,110,
23.5,0.17334026694401108,67,110,
23.5,0.17334026694401108,79,95,
23.5,0.0,42,116,
23.5,0.0,38,116,
24.0,0.35332567794364456,53,127,
24.0,0.35332567794364456,62,127,
24.0,0.35332567794364456,57,127,
24.0,0.35332567794364456,60,127,
24.0,0.35332567794364456,26,127,
24.0,0.35332567794364456,38,126,
24.0,0.35332567794364456,53,126,
24.0,0.35332567794364456,50,126,
24.0,0.35332567794364456,57,126,
24.0,0.35332567794364456,60,126,
24.0,0.17666283897182228,72,120,
24.0,0.17666283897182228,84,110,
24.0,0.17666283897182228,72,110,
24.0,0.17666283897182228,84,95,
24.0,0.0,36,120,
24.25,0.0,50,127,
24.5,0.13249712922886672,67,120,
24.5,0.13249712922886672,79,110,
24.5,0.13249712922886672,67,110,
24.5,0.13249712922886672,79,95,
24.5,0.0,48,124,
24.5,0.0,38,124,
24.75,0.0,36,95,
25.0,0.34668053388802217,53,127,
25.0,0.34668053388802217,62,127,
25.0,0.34668053388802217,57,127,
25.0,0.34668053388802217,60,127,
25.0,0.34668053388802217,31,122,
25.0,0.34668053388802217,43,127,
25.0,0.34668053388802217,53,127,
25.0,0.34668053388802217,50,127,
25.0,0.34668053388802217,57,127,
25.0,0.34668053388802217,60,127,
25.0,4.160166406656266,72,120,
25.0,4.160166406656266,84,110,
25.0,4.160166406656266,72,110,
25.0,4.160166406656266,84,95,
25.0,0.0,47,114,
25.0,0.0,45,114,
25.25,0.0,36,120,
25.5,0.13000520020800832,43,120,
25.75,0.13000520020800832,41,107,
26.0,0.13249712922886672,55,121,
26.0,0.13249712922886672,60,121,
26.0,0.13249712922886672,64,121,
26.0,0.17666283897182228,36,120,
26.0,0.13249712922886672,48,114,
26.0,0.13249712922886672,55,114,
26.0,0.13249712922886672,60,114,
26.0,0.13249712922886672,52,127,
26.0,0.0,49,92,
26.0,0.0,36,92,
26.0,0.17666283897182228,48,110,
26.0,0.17666283897182228,55,110,
26.5,0.13249712922886672,55,125,
26.5,0.13249712922886672,60,125,
26.5,0.13249712922886672,64,125,
26.5,0.26499425845773344,36,120,
26.5,0.13249712922886672,48,122,
26.5,0.13249712922886672,55,122,
26.5,0.13249712922886672,60,122,
26.5,0.13249712922886672,52,127,
26.5,0.0,38,120,
26.5,0.17666283897182228,48,110,
26.5,0.17666283897182228,55,110,
27.0,0.26499425845773344,28,120,
27.0,0.0,42,125,
27.5,0.26499425845773344,31,120,
27.5,0.13249712922886672,42,116,
27.5,0.13249712922886672,38,116,
28.0,0.26001040041601664,55,125,
28.0,0.26001040041601664,60,125,
28.0,0.26001040041601664,64,125,
28.0,0.17334026694401108,36,120,
28.0,0.26001040041601664,48,122,
28.0,0.26001040041601664,55,122,
28.0,0.26001040041601664,60,122,
28.0,0.34668053388802217,52,127,
28.0,0.13000520020800832,48,110,
28.0,0.13000520020800832,55,110,
28.5,0.26001040041601664,36,120,
28.5,0.0,42,110,
28.5,0.0,38,110,
28.75,0.13000520020800832,55,125,
28.75,0.13000520020800832,60,125,
28.75,0.13000520020800832,64,125,
28.75,0.13000520020800832,48,122,
28.75,0.13000520020800832,55,122,
28.75,0.13000520020800832,60,122,
28.75,0.13000520020800832,52,127,
28.75,0.0,48,110,
28.75,0.0,55,110,
29.0,0.26499425845773344,28,120,
29.0,0.0,42,112,
29.5,0.26499425845773344,31,120,
29.5,0.0,42,116,
29.5,0.0,38,116,
30.0,0.13249712922886672,55,121,
30.0,0.13249712922886672,60,121,
30.0,0.13249712922886672,64,121,
30.0,0.13249712922886672,31,120,
30.0,0.17666283897182228,36,120,
30.0,0.13249712922886672,48,114,
30.0,0.13249712922886672,55,114,
30.0,0.13249712922886672,60,114,
30.0,0.13249712922886672,52,127,
30.0,0.0,42,115,
30.0,0.0,36,115,
30.0,0.0,50,115,
30.0,0.17666283897182228,48,110,
30.0,0.17666283897182228,55,110,
30.25,0.13249712922886672,50,127,
30.5,0.13249712922886672,55,125,
30.5,0.13249712922886672,60,125,
30.5,0.13249712922886672,64,125,
30.5,0.26499425845773344,36,120,
30.5,0.13249712922886672,48,122,
30.5,0.13249712922886672,55,122,
30.5,0.13249712922886672,60,122,
30.5,0.13249712922886672,52,127,
30.5,0.13249712922886672,42,116,
30.5,0.13249712922886672,38,116,
30.5,0.17666283897182228,48,110,
30.5,0.17666283897182228,55,110,
30.75,0.13249712922886672,48,127,
31.0,0.26001040041601664,28,120,
31.0,0.0,48,126,
31.0,0.0,42,126,
31.5,0.26001040041601664,31,120,
31.5,0.0,42,115,
31.5,0.0,47,115,
31.5,0.0,38,115,
31.75,0.0,47,100,
32.0,0.26499425845773344,55,125,
32.0,0.26499425845773344,60,125,
32.0,0.26499425845773344,64,125,
32.0,0.13249712922886672,36,120,
32.0,0.26499425845773344,48,122,
32.0,0.26499425845773344,55,122,
32.0,0.26499425845773344,60,122,
32.0,0.35332567794364456,52,127,
32.0,0.0,42,110,
32.0,0.0,36,110,
32.0,0.13249712922886672,48,110,
32.0,0.13249712922886672,55,110,
32.25,0.0,45,127,
32.5,0.26499425845773344,36,110,
32.5,0.0,45,117,
32.5,0.0,42,117,
32.5,0.0,38,117,
32.75,0.13249712922886672,55,125,
32.75,0.13249712922886672,60,125,
32.75,0.13249712922886672,64,125,
32.75,0.13249712922886672,48,122,
32.75,0.13249712922886672,55,122,
32.75,0.13249712922886672,60,122,
32.75,0.13249712922886672,52,127,
32.75,0.0,48,110,
32.75,0.0,55,110,
33.0,0.13000520020800832,36,120,
33.0,0.0,42,106,
33.0,0.0,47,106,
33.25,0.13000520020800832,28,110,
33.25,0.13000520020800832,45,127,
33.5,0.13000520020800832,24,114,
33.5,0.13000520020800832,43,117,
33.5,0.13000520020800832,42,117,
33.5,0.13000520020800832,38,117,
33.75,0.13000520020800832,41,120,
34.0,1.0599770338309338,64,112,
34.0,1.0599770338309338,60,112,
34.0,1.0599770338309338,67,112,
34.0,0.3974913876866002,36,126,
34.0,0.9274799046020671,48,112,
34.0,0.9274799046020671,64,112,
34.0,0.9274799046020671,60,112,
34.0,0.9274799046020671,55,112,
34.0,0.17666283897182228,60,120,
34.0,0.0,36,116,
34.0,0.0,42,116,
34.5,0.26499425845773344,55,120,
34.5,0.0,42,104,
34.5,0.0,38,104,
34.75,0.5299885169154669,36,120,
35.0,0.0,42,112,
35.5,0.17666283897182228,55,120,
35.5,0.0,42,110,
35.5,0.0,38,110,
35.75,0.13249712922886672,36,100,
36.0,0.26001040041601664,35,120,
36.0,0.13000520020800832,62,120,
36.0,0.0,42,110,
36.0,0.0,36,110,
36.25,0.26001040041601664,62,120,
36.5,0.13000520020800832,62,112,
36.5,0.13000520020800832,59,112,
36.5,0.13000520020800832,67,112,
36.5,0.13000520020800832,47,112,
36.5,0.13000520020800832,62,112,
36.5,0.13000520020800832,59,112,
36.5,0.13000520020800832,55,112,
36.5,0.0,42,110,
36.5,0.0,38,110,
36.75,0.39001560062402496,35,110,
36.75,0.39001560062402496,55,120,
37.0,0.0,42,112,
37.25,0.35332567794364456,62,112,
37.25,0.35332567794364456,59,112,
37.25,0.35332567794364456,67,112,
37.25,0.35332567794364456,47,112,
37.25,0.35332567794364456,62,112,
37.25,0.35332567794364456,59,112,
37.25,0.35332567794364456,55,112,
37.5,0.13249712922886672,40,120,
37.5,0.0,42,116,
37.5,0.0,38,116,
37.75,0.13249712922886672,35,100,
38.0,0.35332567794364456,64,112,
38.0,0.35332567794364456,60,112,
38.0,0.35332567794364456,67,112,
38.0,0.3974913876866002,33,126,
38.0,0.35332567794364456,45,112,
38.0,0.35332567794364456,64,112,
38.0,0.35332567794364456,60,112,
38.0,0.35332567794364456,55,112,
38.0,0.26499425845773344,65,120,
38.0,0.13249712922886672,42,110,
38.0,0.13249712922886672,36,110,
38.5,0.26499425845773344,64,120,
38.5,0.13249712922886672,42,116,
38.5,0.13249712922886672,38,116,
38.75,0.35332567794364456,64,112,
38.75,0.35332567794364456,60,112,
38.75,0.35332567794364456,67,112,
38.75,0.5299885169154669,33,120,
38.75,0.35332567794364456,45,112,
38.75,0.35332567794364456,64,112,
38.75,0.35332567794364456,60,112,
38.75,0.35332567794364456,55,112,
39.0,0.26001040041601664,62,120,
39.0,0.0,42,125,
39.5,0.13000520020800832,62,112,
39.5,0.13000520020800832,59,112,
39.5,0.13000520020800832,67,112,
39.5,0.13000520020800832,45,112,
39.5,0.13000520020800832,62,112,
39.5,0.13000520020800832,59,112,
39.5,0.13000520020800832,55,112,
39.5,0.26001040041601664,60,120,
39.5,0.0,42,116,
39.5,0.0,38,116,
39.75,0.13000520020800832,28,100,
40.0,0.35332567794364456,64,112,
40.0,0.35332567794364456,60,112,
40.0,0.35332567794364456,67,112,
40.0,0.5299885169154669,33,120,
40.0,0.35332567794364456,45,112,
40.0,0.35332567794364456,64,112,
40.0,0.35332567794364456,60,112,
40.0,0.35332567794364456,55,112,
40.0,0.5299885169154669,64,120,
40.0,0.35332567794364456,79,82,
40.0,0.35332567794364456,76,82,
40.0,0.35332567794364456,72,82,
40.0,0.35332567794364456,79,92,
40.0,0.35332567794364456,76,92,
40.0,0.35332567794364456,72,92,
40.0,0.0,52,98,
40.0,0.0,36,98,
40.0,0.35332567794364456,67,102,
40.0,0.35332567794364456,64,102,
40.0,0.35332567794364456,60,102,
40.5,0.0,42,116,
40.5,0.0,38,116,
41.0,0.35332567794364456,62,112,
41.0,0.35332567794364456,59,112,
41.0,0.35332567794364456,67,112,
41.0,0.5299885169154669,31,120,
41.0,0.35332567794364456,43,112,
41.0,0.35332567794364456,62,112,
41.0,0.35332567794364456,59,112,
41.0,0.35332567794364456,55,112,
41.0,0.3974913876866002,62,120,
41.0,0.3974913876866002,79,82,
41.0,0.3974913876866002,74,82,
41.0,0.3974913876866002,71,82,
41.0,0.3974913876866002,79,92,
41.0,0.3974913876866002,74,92,
41.0,0.3974913876866002,71,92,
41.0,0.13249712922886672,57,90,
41.0,0.3974913876866002,67,102,
41.0,0.3974913876866002,62,102,
41.0,0.3974913876866002,59,102,
41.5,0.13249712922886672,42,122,
41.5,0.13249712922886672,38,122,
42.0,1.0400416016640666,60,112,
42.0,1.0400416016640666,69,112,
42.0,1.0400416016640666,65,112,
42.0,0.17334026694401108,29,120,
42.0,0.9100364014560582,53,112,
42.0,0.9100364014560582,60,112,
42.0,0.9100364014560582,57,112,
42.0,0.9100364014560582,65,112,
42.0,0.26001040041601664,57,120,
42.0,1.0400416016640666,81,82,
42.0,1.0400416016640666,77,82,
42.0,1.0400416016640666,72,82,
42.0,1.0400416016640666,81,92,
42.0,1.0400416016640666,77,92,
42.0,1.0400416016640666,72,92,
42.0,0.0,36,116,
42.0,0.0,42,116,
42.0,1.0400416016640666,69,102,
42.0,1.0400416016640666,65,102,
42.0,1.0400416016640666,60,102,
42.5,0.26001040041601664,59,120,
42.5,0.0,42,104,
42.5,0.0,38,104,
42.75,0.39001560062402496,29,110,
43.0,0.17666283897182228,60,120,
43.0,0.0,42,112,
43.5,0.13249712922886672,36,120,
43.5,0.26499425845773344,60,120,
43.5,0.0,42,110,
43.5,0.0,38,110,
43.75,0.13249712922886672,29,100,
44.0,0.26001040041601664,28,120,
44.0,0.13000520020800832,55,120,
44.0,0.13000520020800832,42,110,
44.0,0.13000520020800832,36,110,
44.25,0.17334026694401108,60,120,
44.5,0.13000520020800832,64,112,
44.5,0.13000520020800832,60,112,
44.5,0.13000520020800832,67,112,
44.5,0.13000520020800832,52,112,
44.5,0.13000520020800832,64,112,
44.5,0.13000520020800832,60,112,
44.5,0.13000520020800832,55,112,
44.5,0.13000520020800832,42,110,
44.5,0.13000520020800832,38,110,
44.75,0.39001560062402496,28,110,
44.75,0.34668053388802217,60,120,
45.0,0.0,42,112,
45.25,0.35332567794364456,64,112,
45.25,0.35332567794364456,60,112,
45.25,0.35332567794364456,67,112,
45.25,0.35332567794364456,52,112,
45.25,0.35332567794364456,64,112,
45.25,0.35332567794364456,60,112,
45.25,0.35332567794364456,55,112,
45.5,0.13249712922886672,35,120,
45.5,0.0,42,116,
45.5,0.0,38,116,
45.75,0.13249712922886672,28,100,
46.0,0.35332567794364456,62,112,
46.0,0.35332567794364456,69,112,
46.0,0.35332567794364456,65,112,
46.0,0.3974913876866002,26,126,
46.0,0.35332567794364456,50,112,
46.0,0.35332567794364456,62,112,
46.0,0.35332567794364456,57,112,
46.0,0.35332567794364456,65,112,
46.0,0.26499425845773344,60,120,
46.0,0.0,42,110,
46.0,0.0,36,110,
46.5,0.26499425845773344,60,120,
46.5,0.13249712922886672,42,116,
46.5,0.13249712922886672,38,116,
46.75,0.35332567794364456,62,112,
46.75,0.35332567794364456,69,112,
46.75,0.35332567794364456,65,112,
46.75,0.5299885169154669,26,120,
46.75,0.35332567794364456,50,112,
46.75,0.35332567794364456,62,112,
46.75,0.35332567794364456,57,112,
46.75,0.35332567794364456,65,112,
47.0,0.26001040041601664,60,120,
47.0,0.0,42,125,
47.5,0.13000520020800832,62,112,
47.5,0.13000520020800832,69,112,
47.5,0.13000520020800832,65,112,
47.5,0.13000520020800832,50,112,
47.5,0.13000520020800832,62,112,
47.5,0.13000520020800832,57,112,
47.5,0.13000520020800832,65,112,
47.5,0.26001040041601664,60,120,
47.5,0.0,42,116,
47.5,0.0,38,116,
47.75,0.13000520020800832,29,100,
48.0,0.13249712922886672,31,120,
48.0,0.5299885169154669,64,120,
48.0,0.0,42,110,
48.0,0.0,36,110,
48.5,0.13249712922886672,62,112,
48.5,0.13249712922886672,71,112,
48.5,0.13249712922886672,67,112,
48.5,0.26499425845773344,31,110,
48.5,0.13249712922886672,43,112,
48.5,0.13249712922886672,62,112,
48.5,0.13249712922886672,59,112,
48.5,0.13249712922886672,55,112,
48.5,0.0,42,116,
48.5,0.0,38,116,
49.0,0.13249712922886672,31,120,
49.0,0.26499425845773344,62,120,
49.0,0.0,42,112,
49.25,0.35332567794364456,62,112,
49.25,0.35332567794364456,71,112,
49.25,0.35332567794364456,67,112,
49.25,0.13249712922886672,33,110,
49.25,0.35332567794364456,43,112,
49.25,0.35332567794364456,62,112,
49.25,0.35332567794364456,59,112,
49.25,0.35332567794364456,55,112,
49.5,0.13249712922886672,35,114,
49.5,0.13249712922886672,42,122,
49.5,0.13249712922886672,38,122,
49.75,0.13249712922886672,31,100,
50.0,1.0400416016640666,64,112,
50.0,1.0400416016640666,60,112,
50.0,1.0400416016640666,67,112,
50.0,0.39001560062402496,36,126,
50.0,0.9100364014560582,48,112,
50.0,0.9100364014560582,64,112,
50.0,0.9100364014560582,60,112,
50.0,0.9100364014560582,55,112,
50.0,0.17334026694401108,60,120,
50.0,0.0,36,116,
50.0,0.0,42,116,
50.5,0.26001040041601664,55,120,
50.5,0.0,42,104,
50.5,0.0,38,104,
50.75,0.5200208008320333,36,120,
51.0,0.0,42,112,
51.5,0.17666283897182228,55,120,
51.5,0.0,42,110,
51.5,0.0,38,110,
51.75,0.13249712922886672,36,100,
52.0,0.26001040041601664,35,120,
52.0,0.13000520020800832,62,120,
52.0,0.0,42,110,
52.0,0.0,36,110,
52.25,0.26001040041601664,62,120,
52.5,0.13000520020800832,62,112,
52.5,0.13000520020800832,59,112,
52.5,0.13000520020800832,67,112,
