18997	18997	144
19059	19059	384
19121	19121	48
19183	19183	96
19245	19245	144
19307	19307	384
19368	19368	48
19430	19430	96
19492	19492	144
19554	19554	384
19616	19616	48
19678	19678	96
19740	19740	144
19801	19801	384
19863	19863	48
19925	19925	96
19987	19987	144
20049	20049	384
20111	20111	48
20172	20172	96
20234	20234	144
20296	20296	384
20358	20358	48
20420	20420	96
20482	20482	144
20544	20544	384
20605	20605	48
20667	20667	96
20729	20729	144
20791	20791	384
20853	20853	48
20915	20915	96
20977	20977	144
21038	21038	384
21100	21100	48
21162	21162	96
21224	21224	144
21286	21286	384
21348	21348	48
21410	21410	96
21471	21471	144
21533	21533	384
21595	21595	48
21657	21657	96
21719	21719	144
21781	21781	384
21843	21843	48
21904	21904	96
21966	21966	144
22028	22028	384
22090	22090	48
22152	22152	96
22214	22214	144
22276	22276	384
22337	22337	48
22399	22399	96
22461	22461	144
22523	22523	384
22585	22585	48
22647	22647	96
22709	22709	144
22770	22770	384
22834	22834	48
22897	22897	96
22997	22997	144
23097	23097	384
23168	23168	48
23240	23240	96
23311	23311	144
23411	23411	384
23511	23511	48
23611	23611	96
